id,name,album,album_id,artists,artist_ids,track_number,disc_number,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,year,release_date
mZbPFcJkiRkoGtV8zVoBFf,Molecular Lake,Blind Sanctuary,CgL9Tfb86OfgntI4dyULmi,['DJ Apollo'],['EHqDkeMyJYccg5FHCMdp0P'],6,1,True,0.224,0.926,3,-2.848,1,0.1095,0.2333,0.097872,0.053,0.786,125.977,217753,4.0,2007,2007-08-06
fDtpXXeXwLnNe2JH4w9JOC,Volatile Village,Silent Stars,IVbGsXpq9S11HYYu5SFsnr,['Echo Valley'],['t49v1IEPUWs5mjbaXk0YlG'],10,1,True,0.245,0.561,4,-11.939,1,0.3414,0.5754,0.075635,0.495,0.500,97.463,201880,4.0,2021,2021-08-12
Vkq0UrYE7cTFlBakcob98O,Lunar Brass,Electric Past,glOZpuLyAoizoAoKMtuq6f,['Luna Sparks'],['zgOZSxiaLOKhw9bH7k4njs'],15,1,False,0.426,0.506,9,-10.699,1,0.2039,0.3075,0.048173,0.143,0.822,127.463,293161,4.0,1981,1981-05-05
eesjMwW3nPYwfuzjMikUlK,Rough Planet,Muted Melodies,5ndE9IjArLmh49cYCNxjJb,['Sound Theory'],['dIKyz3SkNVW0jdGQl5lXnp'],9,1,True,0.305,0.928,3,-4.698,1,0.4171,0.3558,0.049986,0.426,0.771,111.817,188760,4.0,2015,2015-01-08
6oFrr1Oeo51AwlRWoJh6Rr,Divine Prophet,Calm Rhythm,OfTNEYqlNuXdlPc81QD3a7,['Monochrome Skies'],['mzbbGIfi91LaPZ9DIU8q5t'],15,1,False,0.687,0.957,7,-4.099,0,0.1220,0.6015,0.065614,0.413,0.649,179.618,256861,4.0,1976,1976-12-05
SyslQ0bWroBr2F1IuHKY7x,Secret Artifact,Infinite Signal,QGD1VUuK9NG18g1hAqTMhT,['Lofi Girl'],['bhjTy3z5yQKBPneH7neNok'],7,1,False,0.627,0.596,1,-3.435,1,0.0476,0.0344,0.017867,0.099,0.821,164.240,172008,4.0,1986,1986-03-18
2tb9eDUQyUBNgmGA3aD1fk,Distant Protocol,Restless Road,vkHtqD85V9w4GYHjyFD9dr,['Iron Lotus'],['vr1xREw4zqpGjdRpguwcyD'],12,1,True,0.299,0.638,6,-11.574,0,0.2726,0.1935,0.088862,0.146,0.273,97.946,274216,4.0,1971,1971-12-19
poKViH7fUFtQLKXYPVeIUi,Broken Relic,Phantom Beat,dfi0qYCC510NWjebO6qFU9,['Meteor Shower'],['Z1hwWLFy1qejoSF0eIzfgT'],10,1,True,0.465,0.735,0,-13.269,1,0.1413,0.2162,0.082415,0.158,0.430,166.337,200363,4.0,1990,1990-04-28
UyE8EDlug7DincakXZDQDe,Heavy Town,Solar Plastic,qAIC9kEsygoCo2NYv3d8jR,['Omega Point'],['kJ9FqMe10UBGgJysBwYx8K'],15,1,False,0.771,0.798,3,-3.207,1,0.0133,0.0018,0.051898,0.402,0.797,97.020,202233,4.0,1970,1970-07-10
oeWxZ4sfMn9FedjcreHLiD,Solar Canyon,Glowing Nomad,e9lxXlQDPCpv9Oxz2JnBWR,['Solaris'],['mF1btIvaTZjCUGxvRK7FDF'],2,1,False,0.788,0.715,1,-9.783,0,0.3775,0.5295,0.023458,0.377,0.644,169.278,247154,4.0,2003,2003-09-17
ZK0ze5EqIpyXTOWDLvmVLv,Whispering Treble,Organic Gravity,W308DbTcg0wgzYjDM23LXU,['Static Age'],['j1h2wSXHN2JLAWwd8cd2Gd'],9,1,False,0.476,0.904,7,-10.969,0,0.1999,0.1447,0.009680,0.273,0.431,170.269,236481,4.0,2013,2013-11-22
W4HcesdvVCtK5r9IMREsSC,Ethereal Cortex,Static Harbor,Lrg4fC3mqXq7AT0nMTxFl0,['Deep Core'],['4tIQKWIkjcbNeGYh0OFpUN'],13,1,False,0.773,0.842,1,-5.420,1,0.2067,0.4742,0.032196,0.187,0.214,167.422,248243,4.0,1987,1987-04-12
RTXRpkGJ5YlFCfI3KNwsjF,Gentle Canyon,Vibrant Tune,kcpK92X6swXNNN5egAAQNN,['Eclipse'],['5fON2JFkYxKNFTOmYEi5b3'],15,1,False,0.368,0.915,8,-10.856,1,0.2963,0.4413,0.019718,0.073,0.641,166.638,206655,4.0,2010,2010-10-04
M62sKkxtlOXTTLJyWUWM1P,Screaming Planet,Serene Roof,DqVnDYexq02ssKanEL9jmc,['Cosmic Drifters'],['53YbV2wVR9LwuYSYTIWV8M'],8,1,False,0.891,0.833,5,-9.007,0,0.0889,0.7368,0.034481,0.315,0.749,97.301,285798,4.0,2015,2015-12-13
bHs5YOYelKLtKLA452qrRC,Crowded Guitar,Fragile Kingdom,7uUrmtvZDWr5ZNR61AQK1j,['Magnetic'],['dAlhCbWdmdVETI8OrLsgQS'],10,1,True,0.241,0.461,1,-2.342,0,0.2705,0.2905,0.047403,0.308,0.327,137.506,291785,4.0,2004,2004-08-16
j4dYPTDnvEdPFdKbcvYoKC,Forgotten Roof,Brutal Sea,8GK5y6WuLDzwmMQzAJDnjR,['The Cartographers'],['Q102wYoEiwS00Q7WJSkGNU'],3,1,False,0.235,0.602,4,-3.322,1,0.3433,0.2944,0.032439,0.370,0.231,118.257,268563,4.0,1976,1976-10-06
mNB3ntJANwxog2REpUBcY9,Wandering Outcast,Pale Smile,L5wELdabKLwVOhPgskanZG,['Dark Matter'],['pyUdSeFyna4hmNILwags42'],8,1,False,0.698,0.637,7,-11.109,1,0.1733,0.2480,0.079128,0.331,0.268,118.187,159443,4.0,1972,1972-06-13
SLWOtAExCmOtBY7KEcJvYu,Twisted Chord,Mystic Glacier,09l3U97XIZqmwhw8f7u104,['Ether'],['Z5OmihhGcfNLgqSnLlLBXF'],11,1,False,0.612,0.442,10,-12.111,0,0.3043,0.5629,0.093152,0.364,0.725,103.192,288774,4.0,2008,2008-10-14
ija3UvC0A2SWYzm3W656ku,Twisted Space,Twisted Pulse,N6Pr4WjLLR3vSXpcVxfxTB,['Neon Samurai'],['uDEOHHT2Bq8ZhB5RWQqZJH'],6,1,True,0.586,0.408,9,-14.996,0,0.1206,0.3732,0.038280,0.083,0.482,91.296,194315,4.0,1980,1980-07-22
KyAoMzMeEPk7zmeTGLsxFd,Tame Symphony,Silent Abyss,vOtuix3cgLar9xoVb2uJ9s,['Bitter Sweet'],['4lJI59DIm8gd0Oa30FOb4W'],3,1,True,0.598,0.616,0,-8.028,1,0.3247,0.4585,0.065093,0.294,0.554,112.852,205530,4.0,1976,1976-09-22
A74BMSkQwGIwJAohAY6vXo,Cold Shadows,Vapor Nights,jiirckdBklIoudFe3BsK7B,['Radio Silence'],['UvrcRxVxjEfR3H9eQuQhgK'],15,1,False,0.308,0.748,4,-14.789,0,0.0943,0.5662,0.095699,0.103,0.684,120.364,157547,4.0,2017,2017-04-15
J5CkxcRevlXs6cholgwpUi,Neon Pilot,Calm Bass,IFyjkTng14jBofmDJhyoZ5,['Voodoo Logic'],['RErAtnzNTFdSwLthzumi3a'],8,1,False,0.506,0.967,1,-12.790,1,0.4444,0.5519,0.015258,0.139,0.826,153.506,274449,4.0,2018,2018-06-10
QCqP6a699Rzv6TfXXRNn5N,Mechanical Door,Atomic Kingdom,wVMQMWWffwrUMv4S2Dtz8x,['Luna Sparks'],['TmSyDplGCfjW553bkgYZAs'],14,1,True,0.401,0.717,8,-2.470,1,0.1455,0.7673,0.085987,0.084,0.533,93.731,291301,4.0,2005,2005-07-04
Z30IjWrsMK5erTqL0vJHSC,Distant Anchor,Floating Winds,lnrWJCyLZVMYn32dvPxy3m,['The Soundscapes'],['Sr7QmOgDbRySvHctaCNuk8'],5,1,False,0.164,0.492,6,-7.889,1,0.2520,0.7312,0.096181,0.375,0.833,173.108,202258,4.0,1990,1990-09-16
EcbmowhW4dGqWQUMdxcfVL,Obsidian River,Wild Violin,SRhSzTPyBbakLMg0qkd7YA,['Eclipse'],['V3U6y7lTQCs5crZzoiaMSu'],13,1,False,0.106,0.647,3,-4.580,1,0.4571,0.4517,0.069088,0.100,0.761,94.916,227716,4.0,2010,2010-07-20
VGlJyLdQDKW8sKeUhKc5Sp,Obscure Dreams,Angry Tower,RgoEJxu0jPGUgEnJc1c87U,['Infinite Loop'],['Rlw83YCTOd9AqR8iRr7gJl'],7,1,True,0.724,0.862,5,-9.283,1,0.1933,0.4745,0.028331,0.163,0.428,168.120,277082,4.0,2004,2004-06-13
0GWQ5b6OM0SPVY39iABeDM,Liquid Puddle,Neon Citizen,aoh2mgcuSaAx0FW4bt33GY,['Wandering Souls'],['ZHfGPrsaBSNtV9X51zfBue'],15,1,True,0.600,0.502,2,-14.792,0,0.4901,0.6421,0.004572,0.393,0.627,109.429,216178,4.0,1987,1987-01-07
FMgGJKPEynfgkvSjRkHCh5,Blinding Nomad,Brutal Glass,LUj5QpBFPRZ3fsN34Loh2Z,['Crystal Castles'],['cSI3AZEpcZHJeh6quVFTZs'],7,1,False,0.481,0.488,7,-4.223,0,0.4400,0.3034,0.007064,0.353,0.301,98.414,197805,4.0,1994,1994-11-07
e3wXZ9081K2vhIdlYsRGP9,Wandering Days,Heavy Town,6T3m7Zj4fN7bugitmjBncs,['Solaris'],['5Dde53uUAzvEl2lU6QpCzk'],15,1,False,0.832,0.726,8,-4.666,0,0.0309,0.5766,0.014566,0.134,0.770,157.449,297465,4.0,2020,2020-09-20
gRClp1xojlTKMp5koiEzyJ,Dying Monolith,Cyber Radar,FEHxgEbMyGl8zYAwKtfnC2,['Neon Knights'],['cHmPzyOvId9XYpmA9kOurN'],9,1,True,0.154,0.938,5,-4.901,1,0.2812,0.7002,0.003497,0.231,0.423,149.968,159530,4.0,2022,2022-06-05
DH8MzWForfp8Qi3vmz18iU,Bleeding Drum,Sacred Signal,SOLgJp4mqH1ydzTqnKUbRs,['Plasma'],['JUl5TnBAFeWbInOMYCdZ9F'],3,1,True,0.226,0.595,5,-2.002,1,0.2021,0.1532,0.090989,0.474,0.323,176.809,247449,4.0,2009,2009-10-16
iBiGNLqWYK6cc1BVMbfCmv,Frozen Radio,Dying Circuit,TiMstPnekVpQmAmahIunuX,['Paper Planes'],['m409dgJNbk5vcwKPa2uNTg'],2,1,False,0.367,0.511,3,-4.621,1,0.3061,0.3804,0.006758,0.317,0.880,136.764,210908,4.0,2011,2011-01-03
R4u07mLaRtlf6Eo5cQo45g,Silent Skies,Rising Machine,7NrXFk21FS67QBrljIfUwj,['Time Travelers'],['gimJ9aLCGTX50mn1m0Tq7t'],14,1,False,0.334,0.457,8,-7.399,0,0.4350,0.7103,0.049192,0.301,0.618,163.632,186301,4.0,2019,2019-07-12
TRvDSO3XF2UuiiBspAifws,Neon Symphony,Resonant Network,eILnqFUU9vw58OR9th9OZr,['Future Sound'],['4ijttPZpHB5axvpPQxKM0Q'],9,1,False,0.896,0.711,1,-8.321,1,0.4268,0.5813,0.092474,0.068,0.735,160.003,216815,4.0,1982,1982-10-24
yDtM8Dg8bOX8ycmtDFtVPk,Whispering Violin,Dark Network,gz8eohhDCeO50WHhes3Azz,['Cybernetic'],['kjtvzkRMU7Lcm9HRLR5jX6'],3,1,True,0.488,0.536,8,-7.617,1,0.4322,0.5953,0.051981,0.344,0.313,92.273,262040,4.0,2018,2018-11-14
5iMQAP8fVMPGC15DbtvuYZ,Tough Vibes,Molecular Protocol,CvcomnkBfqtzE1PMeug1Bt,['Nova Rhythm'],['3E4c5zWbZgW9SGwDRa1IZF'],8,1,False,0.644,0.520,2,-13.662,0,0.3886,0.3044,0.035775,0.251,0.654,82.212,215119,4.0,2022,2022-11-19
cmK1MLJvZZu9UlNQnVN1gu,Mechanical Road,Modern Engine,IrxAZeYRl8B49XPSSw2M3W,['The Cursed'],['7RuswFrc97S4HzgpORvZV4'],6,1,False,0.882,0.549,10,-4.842,1,0.3302,0.5907,0.067596,0.441,0.253,144.190,214223,4.0,1983,1983-08-10
E1tcSpCwrInOpatjRugjnV,Primal Illusion,Elegant Plastic,vvAkCzyX3AYunzhxvZFgv3,['Phase'],['GnkihQRTvNO65b3184Cfwx'],11,1,True,0.604,0.658,8,-14.277,0,0.1671,0.3002,0.094226,0.132,0.853,132.591,232452,4.0,2021,2021-06-03
zJ06NClJ9Nv1s4939JU0Cg,Primal Radio,Obscure Nomad,VUFViBuyArHAveNgwU1rUt,['Plasma Burn'],['wdu3wP163XbI2JTuIdkXlf'],4,1,False,0.395,0.499,2,-4.030,1,0.3525,0.5519,0.054978,0.342,0.610,122.389,222347,4.0,2013,2013-02-08
ZGOpr8NdnXj7dIRaLeQzjK,Wandering Anomaly,Terminal Chaos,YGEFnfVd92tVslbDMMk5SL,['Time Travelers'],['MtvhVJfEeDSqQEWtrdvi8l'],10,1,False,0.757,0.713,6,-13.276,0,0.4633,0.2983,0.053437,0.138,0.788,132.168,278779,4.0,1980,1980-10-26
kBzZovIwejdbVgFMCHbYAT,Smooth Relic,Organic Prophet,QOzUDhyuoj5nItgYnLGOul,['The Pulsars'],['497EQgla7Bx6dAob2cI7Nb'],14,1,False,0.688,0.619,4,-10.488,1,0.4710,0.4375,0.039754,0.058,0.486,159.064,237436,4.0,2023,2023-08-10
SpSUPlZnMVpRECpJTvRr7n,Kinetic Note,Doomed Harmony,gws4v8OxzrmRJCCrxWMmwZ,['Rhythmic'],['ylqPeHGj2xgu1Z0NWzCHPW'],15,1,True,0.539,0.645,5,-5.327,1,0.3502,0.7600,0.060335,0.201,0.358,96.198,209102,4.0,2009,2009-03-09
KI1pFB6efXE0vIg5Iu91zc,Shadowy Circuit,Burning Silence,OKJTjwEyZZGYOUiS6NzKOu,['Gas'],['a2xqw6rwiGGzhxvwtTT8zp'],13,1,True,0.750,0.872,11,-5.113,1,0.1388,0.7734,0.036182,0.224,0.716,175.250,272626,4.0,2018,2018-08-28
Qk9KBcSAR4sgkvwlK4Ll9l,Sonic Void,Lucid Highway,8I2O9atxnKhwesW61v8tbs,['Carbon Copy'],['mVc4XxpeivwkJ5ID23Vix9'],2,1,False,0.220,0.482,1,-6.159,0,0.3858,0.2593,0.026098,0.371,0.772,121.829,224509,4.0,2007,2007-03-16
aNTbPwJM5roGPAZp6j0WUE,Quantum Puddle,Infinite Vibes,SBI1XFZaV7yxiLtzhzpTFE,['Voodoo Logic'],['ep3kY3E0Ig9YihnFHIMDF3'],7,1,False,0.847,0.875,10,-9.358,0,0.4955,0.7861,0.050951,0.306,0.769,137.885,205335,4.0,1997,1997-04-14
Phrf0CsDFPKFbQ7GiAamFb,Chromatic Tears,Solitary Valley,POr0kmkhQAMGpMSfYf2sub,['The Outliers'],['H1qzAQjPz8lp6WbpB1zXFm'],3,1,False,0.141,0.408,1,-5.999,1,0.2440,0.7785,0.055938,0.379,0.832,152.103,181077,4.0,1970,1970-09-02
1dEAcBisxYXKwskC7kiLbA,Retro Flute,Angry Waves,ipMU2fz44zhI9JTrBONjiJ,['Night Crawler'],['ZTUgDC1mKhZhBbK9fO8KgH'],2,1,False,0.832,0.534,3,-14.171,0,0.0383,0.7323,0.095688,0.199,0.894,85.718,182634,4.0,1990,1990-07-28
lhhO5pjj4Lq98LcbZMeBaM,Living Fire,Rusty Blueprint,1y3bgRk2zTjespRZYWsNd0,['Harmonic'],['iDZFZCR9WQ5XzkyjmwBVY1'],5,1,True,0.706,0.431,1,-5.201,0,0.0555,0.3768,0.072477,0.106,0.795,121.193,177344,4.0,2010,2010-09-12
p7fb3q5cpNaNC4nOBCHUAP,Calm Rhythm,Resonant Door,NIyNwvQ7rGEWpGLuq8GQWS,['The Cursed'],['UJpdT48dTVtPqpKGuBU9fK'],4,1,False,0.640,0.427,3,-13.199,1,0.2849,0.1152,0.063575,0.387,0.617,130.865,223491,4.0,1994,1994-04-22
guMb3qii85fLGmlrNcwFIc,Rural Memories,Vapor Void,b0RbBiSlo6dAfg0NN9Q2Sg,['The Quiet Room'],['mBX7oRM44y3VXEDxy13b9j'],2,1,False,0.238,0.949,6,-5.673,0,0.1757,0.0256,0.003968,0.386,0.586,157.897,224465,4.0,1973,1973-04-14
wrIuqMW05m89RNc42mVsT1,Royal Monolith,Frozen Bass,VZtCiiuL3qAMl1iHzl35sS,['Solar Winds'],['QVWQHzIi0lFrxxZrHdgRzR'],9,1,True,0.384,0.829,0,-8.568,0,0.1283,0.2512,0.054406,0.335,0.531,167.314,218621,4.0,2005,2005-03-21
pz36ajYXAyAoMYVokcdUDt,Lunar Canvas,Rough Mirror,QnQ5JhxjvkgwrEgNloLvdf,['The Analog Kids'],['R6SBj5dwy2iN5142ixkMtb'],6,1,True,0.861,0.737,7,-7.371,1,0.2295,0.0715,0.049006,0.408,0.349,120.325,235277,4.0,2004,2004-05-16
OoT5lCRcn0AiHWyURt5UFo,Cosmic Sunsets,Silent Vortex,FhBw6ZJq1feSkNeCyQA86R,['Omega Point'],['c4v3vzXAlkqwguUxlTdNvN'],8,1,False,0.625,0.468,4,-6.454,1,0.2021,0.3068,0.058143,0.390,0.469,146.746,178363,4.0,1987,1987-04-03
s9IbcvzWGi2oPyTCyab2d3,Midnight Plastic,Urban Radar,za05Jg3z1u8JTjCQFS8HEV,['Night Crawler'],['Dgf9GG9tH8SIElwFkx7rEb'],15,1,True,0.520,0.415,3,-5.300,1,0.2602,0.0295,0.003555,0.321,0.201,144.039,244017,4.0,1992,1992-05-08
3z5nvCe7lEYn1Nt5QUK8ji,Stormy Winds,Cyber Puddle,8FFx2tF5kI2p5x0i5lwbWw,['Omega Point'],['wP1KsKSb2YoGUo9jtr1wf4'],7,1,False,0.313,0.496,8,-12.762,1,0.4441,0.4572,0.042757,0.486,0.867,108.851,248309,4.0,1977,1977-12-12
NMuGDtAsx0VisuPMp0j9cR,Unholy Horn,Static Skies,KXc4UHchSx3MCEDM5AKaqD,['The Alchemists'],['UDXJDGRoglLInpZNUzLVJX'],11,1,False,0.490,0.872,7,-11.721,0,0.1461,0.3631,0.081381,0.474,0.343,84.813,258303,4.0,2006,2006-02-24
qbRKYmnrJWN9H2LcVgRDYY,Floating Serum,Monochrome Abyss,7e4pRLqTNe5pwdZjTrEq0V,['Rhythmic'],['qJ7LzYXV5e77SYTI2qx5dt'],8,1,True,0.876,0.462,0,-4.252,0,0.1432,0.3039,0.035181,0.376,0.445,124.439,286036,4.0,2019,2019-07-25
Tb2TPxY3oCGPMKEIMY6hzC,Endless Drum,Lucid Sunrises,zvrmv9g3s7csa2p65eJJ1d,['Ether'],['bGvxozcmCbh1NaA1e39Gvh'],11,1,False,0.389,0.474,2,-3.632,0,0.2190,0.6021,0.070649,0.362,0.706,132.004,289828,4.0,1991,1991-05-01
Oyk0zrFtYVcMrxRTH9hskp,Hazy Vortex,Lunar Tune,HLaO7vCveYuMZrDoklJK88,['Event Horizon'],['FXaXfFPP2ekc2qYClAkdWH'],3,1,False,0.297,0.893,3,-7.329,1,0.3868,0.1598,0.012748,0.492,0.653,135.905,265307,4.0,2017,2017-11-21
hPXSZG43XZkbmDwKnN8rPQ,Kinetic Smile,Burning Song,ab8hsRYknD9IdhYhi6ETf1,['Synth City'],['gbJRwRJLqrvwYnN4X8HfRt'],4,1,True,0.277,0.968,0,-4.232,1,0.4977,0.5413,0.028314,0.057,0.897,109.968,218244,4.0,1971,1971-10-01
GeMlncQEVkD5nFsGxgQFm1,Infinite Oceans,Stormy Canyon,TJv0eeTvwjZHUKttYOdkRO,['Comet Tail'],['zIfuw39i4c1xbfb4aWl8lF'],10,1,True,0.575,0.763,8,-7.310,0,0.2098,0.7308,0.022700,0.079,0.594,94.810,189404,4.0,1976,1976-08-26
xNzYriecy4G23EmkdrQJaz,Peasant Chaos,Hidden Echoes,vNhDD1XzvVMs1BbfnXj1Zl,['Nova Rhythm'],['FKVqBu7lt26aEIZlHUGbLH'],9,1,False,0.156,0.502,11,-14.868,1,0.2938,0.0526,0.019681,0.488,0.777,87.401,294057,4.0,2020,2020-03-11
dlhsDxTYDDU5kvhGw21Etb,Liquid Protocol,Static Circuit,idIvFzGQvsBckNXCviPOo8,['Liquid Gold'],['JTODWOQPz80H3FGHeB9pls'],8,1,True,0.841,0.848,6,-12.617,1,0.3743,0.3973,0.009741,0.419,0.399,84.517,230537,4.0,2021,2021-01-20
Mmlywtlflwwn2wCUfkDueA,Lucid Mountain,Angry Reality,dwXlD0qjUATE8P7t5qp1dr,['Echo Location'],['vpJbZXTBh77DqIBgzeqTsy'],11,1,True,0.663,0.743,0,-11.009,1,0.1014,0.6527,0.024178,0.443,0.540,158.704,236179,4.0,2019,2019-08-23
KLRIzHlpEbm4VZhQxCCBza,Boiling Planet,Aetheric Abyss,wIPsHLuR5DnWVkmEaypK0K,['Digital Nomads'],['uhipsv0pTu7snNBfoEsZlN'],6,1,False,0.571,0.405,9,-14.636,0,0.1883,0.7657,0.080696,0.186,0.333,91.916,213363,4.0,1995,1995-03-16
ElF0z6aiRsB1mcOy1536Tx,Dense Horn,Mystic Roof,2kpoUcf4ArnOplUPTvHdw1,['The Weekends'],['FKyFOzLpuNah92Im5SdsqT'],15,1,True,0.845,0.537,0,-8.683,0,0.2607,0.6568,0.066151,0.226,0.600,102.772,194587,4.0,1988,1988-05-21
FslKKMA9nmRcrdiXmlSDnb,Public Chain,Sharp Town,0l4eevrEu46fMOzWVnIvP7,['Echo Location'],['Y5eIq5TdgTPk61evFYxJBJ'],2,1,True,0.276,0.833,10,-6.753,1,0.1165,0.6473,0.072220,0.261,0.362,133.052,158499,4.0,2006,2006-11-23
FxnUTkne1Tnoeisi34KSuD,Atomic Window,Primal Space,gnYYMKmdC2ZxW2fIfglQSN,['Binary Solo'],['8L5BPNcHZI25qOPdzZdYW7'],13,1,False,0.108,0.901,4,-9.585,1,0.2346,0.0468,0.016972,0.458,0.700,151.387,237899,4.0,1978,1978-05-16
cvEcUp8ywh7KruST9wCkS4,Industrial Memories,Modern Labyrinth,hMYwnKAJvnE7NguVcrBjB0,['Past Lives'],['dbUnVeVygCIE66WHPQ4cVP'],3,1,True,0.209,0.558,7,-13.544,0,0.1011,0.5737,0.078614,0.213,0.545,97.289,171338,4.0,1987,1987-07-01
nW2Bw4nST3sLw7NXVNjUri,Ethereal Radar,Heavy Turbine,zxAQlo8jZvFb4Adra6tQQn,['Velvet Underground'],['VlI081UzjUwtsfg0OFubpy'],13,1,False,0.144,0.695,1,-7.934,0,0.0821,0.5887,0.018490,0.372,0.511,92.925,297158,4.0,2011,2011-04-06
O12kFuL4q7WcQ3H8yiMgRb,Angry Feather,Synthetic Summit,U9IHdRyxSKyS4BMQFBVknt,['Event Horizon'],['l51klOOAxrJF6vg5s8PoZU'],15,1,True,0.786,0.877,9,-3.998,1,0.1621,0.4565,0.073337,0.385,0.817,103.368,165130,4.0,1977,1977-08-01
0SoqYDf7fd1Vq5qox5TsLu,Distant Cello,Warm Engine,WxfKWIQK1QkpHG0uOgXNBL,['Neon Samurai'],['S07Q5aGQSnN87tQXBPwtEB'],2,1,False,0.482,0.864,0,-14.559,0,0.0572,0.7694,0.025505,0.282,0.865,98.143,292843,4.0,2016,2016-11-01
jcNs1JlDUsRXMI7EK3VM6C,Wild Trumpet,Faded Door,RhAwnumzmVbALaR4nuwDRG,['Velvet Thunder'],['VZTnay7eBYLLS9FE80hi80'],8,1,False,0.682,0.492,11,-8.680,1,0.3715,0.6063,0.090804,0.237,0.512,136.035,191683,4.0,1972,1972-04-26
4MmBMTtST9zVBRTQIg8gOd,Virtual Forest,Dark Echoes,e3DEsJ9ztCLdNh4E9XN80X,['Past Lives'],['XUxpA4VXf7atLQAVN4hif2'],3,1,False,0.149,0.971,3,-6.692,1,0.1608,0.3718,0.007684,0.442,0.759,174.498,156752,4.0,2007,2007-12-09
KrNht2QW4nGIIWutm21U6x,Doomed Light,Remembered Horn,KEPi2wbgovVAdMC1tFo9X4,['Ethereal Voices'],['dRxPSxrYuAlHqlBRR0Nv8y'],3,1,False,0.461,0.417,10,-9.464,1,0.0613,0.2254,0.047748,0.114,0.696,90.982,247622,4.0,1979,1979-09-22
v2YK0tD8rTQqZwbpxPhNBw,Unholy Anchor,Liquid Smile,Gt2fSHnJNiLt0LmCRdfrRC,['Urban Legends'],['l10gQh4bbITbxvskEEQZ7O'],7,1,False,0.158,0.698,3,-7.288,0,0.3362,0.4730,0.069918,0.486,0.872,152.852,289754,4.0,2011,2011-02-14
I6YVKw2RKvJtCn6JiUCcuj,Crystal Feather,Faded Days,wxIqbBDpxWvVzFR1ejuwc7,['Acoustic'],['jhQPBaz4Hv1ZkbixQfRJ8Q'],2,1,False,0.800,0.749,11,-3.999,0,0.1795,0.7671,0.055243,0.063,0.583,176.084,261205,4.0,2010,2010-01-16
MwikbA1iaXF0iUNmMoYsei,Elegant Chaos,Drifting Sea,a3qMjr8ycSsKBSUCA3iP3Q,['Magnetic'],['uOAEBi6nRhqF3Z69WgcO0l'],6,1,False,0.346,0.402,7,-5.440,1,0.3648,0.4566,0.078831,0.331,0.526,132.933,229691,4.0,1971,1971-05-14
GcSmI29HnxkhuEKIlMWhW0,Calm Serum,Floating Vibes,mOYhiqOE7epZP5aWMNT42N,['Static'],['INd4h9lB7WZgDFUZSbDH8c'],11,1,True,0.782,0.553,11,-2.849,0,0.1573,0.7422,0.016312,0.150,0.275,111.577,204205,4.0,1980,1980-04-23
6u7YTJnZv8I2nKaYOVaq0g,Warm Song,Secret Canvas,ufWCPr1pO7hTeAmRjgXzgK,['Marble Statues'],['HGrgjRUk6ONaYmPZbnfIHJ'],4,1,True,0.355,0.985,6,-14.273,1,0.3752,0.2260,0.089277,0.465,0.687,175.447,201016,4.0,2000,2000-02-28
8qzjeeztvPsbWYpbrMyRjy,Ethereal Streets,Golden Harmony,iWThPK3qhBhgsJIrCBE4ni,['Retro Wave'],['aaKSwGteCZAdGYvJMdU3HK'],15,1,True,0.463,0.768,2,-2.658,0,0.0994,0.4782,0.002916,0.447,0.657,98.715,282277,4.0,1973,1973-06-17
INUeywgFG0nRVXo21s94Fh,Quantum Hearts,Ancient Wood,2r7df5N4GfRlKPh0dy0QNT,['Synth City'],['xAVx2fzHM18RdlU0qleFWy'],11,1,True,0.813,0.866,9,-6.617,0,0.3534,0.0722,0.045044,0.215,0.229,144.697,258174,4.0,2014,2014-01-08
sm9gVnw1jXFfnOaRvy1cpY,Doomed Spirit,Ancient Sanctuary,JM5ICdPSmHDtyihskOPx4A,['Nebula Seven'],['JebFadpP97lEPwpoMZ3ZTz'],6,1,False,0.529,0.691,7,-12.612,0,0.4789,0.7169,0.080846,0.391,0.880,170.816,230168,4.0,2014,2014-04-27
pkVCKYjlWxrNvNaouy16wQ,Lost Summit,Primal Orbit,rVd1ExuBekv9uFgbyCZpXU,['DJ Apollo'],['B7H56IB2g0YK1mHwvweq3Y'],9,1,False,0.268,0.944,3,-8.672,0,0.0386,0.1581,0.033821,0.181,0.467,141.430,281685,4.0,2010,2010-07-16
xw9qqngrJibRjW5ZxEYWce,Mystic Statue,Broken Statue,AItpf70JNxDWn1IStb8U0p,['Solaris'],['y6MwKuSvYaDQQqXQ8sMLP7'],4,1,True,0.582,0.914,2,-14.738,1,0.2539,0.6565,0.061499,0.272,0.862,119.043,185139,4.0,1988,1988-09-02
aCLi5f4SnN7IbNwFcQrvEO,Modern Signal,Divine Nights,ZyK5DrpsoQ5888nAaYXfr6,['Retro Wave'],['0lLb9BWNZ3Kt9VlwOXMRdT'],15,1,False,0.455,0.684,3,-8.742,1,0.0275,0.7805,0.018447,0.074,0.500,179.692,159715,4.0,1973,1973-07-03
